date,user_id,monthly_income,monthly_expense_total,savings_rate,budget_goal,financial_scenario,credit_score,debt_to_income_ratio,loan_payment,investment_amount,subscription_services,emergency_fund,transaction_count,fraud_flag,discretionary_spending,essential_spending,income_type,rent_or_mortgage,category,cash_flow_status,financial_advice_score,financial_stress_level,actual_savings,savings_goal_met
2019-09-28,1418,3739.5,3502.33,0.07,3396.07,normal,686.0,0.56,531.18,284.02,8,1634.17,80,0,1132.61,1867.51,Salary,1128.93,Education,Positive,11.3,Low,237.17,0
2019-10-28,1420,3563.44,2817.55,0.11,2081.65,normal,679.0,0.25,441.65,948.25,4,1283.94,51,0,644.79,2628.73,Salary,2358.42,Education,Positive,19.3,Medium,745.89,0
2019-11-27,1784,5377.21,2401.51,0.37,2279.68,normal,728.0,0.15,383.67,549.86,6,720.75,72,0,654.34,2888.06,Salary,1485.74,Rent,Positive,98.4,High,2975.7,1
2019-12-27,1005,4862.26,3358.43,0.12,2524.54,normal,655.0,0.48,329.87,7.55,4,597.37,21,0,833.07,2772.01,Salary,1769.22,Groceries,Neutral,31.9,Low,1503.83,0
2020-01-26,1354,3915.46,989.71,0.28,2528.49,normal,652.0,0.17,497.58,507.24,4,703.28,48,0,587.58,3454.97,Salary,1319.73,Healthcare,Positive,24.3,Medium,2925.75,1
2020-02-25,1896,4503.57,3132.76,0.06,3073.21,normal,645.0,0.34,539.49,379.39,7,435.69,46,0,709.61,1000.0,Salary,1388.84,Groceries,Positive,76.5,Low,1370.81,0
2020-03-26,1227,4403.12,3012.03,0.13,2354.84,normal,709.0,0.42,288.83,771.88,8,725.96,90,0,477.07,1876.96,Salary,912.6,Healthcare,Positive,39.3,Low,1391.09,0
2020-04-25,1731,3227.23,2309.79,0.13,2406.41,normal,676.0,0.23,578.54,824.93,3,834.48,66,0,481.87,2016.05,Salary,1035.85,Insurance,Negative,15.7,Medium,917.44,0
2020-05-25,1528,7407.94,3827.42,0.33,2285.17,recession,665.0,0.17,639.83,322.43,2,1430.18,27,0,948.02,2056.56,Salary,1663.48,Rent,Positive,51.7,Low,3580.52,1
2020-06-24,1638,3997.97,3632.41,0.33,3299.65,normal,639.0,0.16,518.24,566.79,8,217.5,27,1,333.82,2421.35,Freelance,1128.94,Groceries,Positive,36.8,Low,365.56,0
2020-07-24,1585,4290.08,2377.93,0.26,2392.0,normal,629.0,0.49,544.02,384.6,7,1513.32,99,0,509.14,1336.85,Salary,335.26,Education,Positive,39.2,Low,1912.15,0
2020-08-23,1713,4390.52,2432.35,0.35,3043.7,recession,675.0,0.59,526.76,602.44,4,921.14,77,0,651.46,2447.35,Mixed,1921.79,Insurance,Positive,2.7,High,1958.17,0
2020-09-22,1435,4698.3,2311.56,0.3,3428.0,recession,702.0,0.37,321.82,15.84,7,992.37,38,1,608.14,2206.01,Salary,1094.37,Entertainment,Positive,15.8,Medium,2386.74,0
2020-10-22,1151,5968.09,3212.68,0.36,1981.46,normal,628.0,0.4,445.71,75.14,1,440.03,45,0,705.98,1524.53,Salary,1430.64,Entertainment,Positive,64.8,Medium,2755.41,1
2020-11-21,1572,3055.95,2485.39,0.37,3263.54,normal,683.0,0.19,403.02,565.46,4,0.0,88,0,244.48,1173.67,Salary,1707.92,Utilities,Positive,27.8,Medium,570.56,0
2020-12-21,1018,2813.99,4880.48,0.38,2674.59,inflation,719.0,0.56,708.79,0.0,4,1634.62,49,0,378.78,1724.99,Salary,927.52,Transportation,Positive,15.1,High,0.0,0
2021-01-20,1656,4241.75,2629.51,0.2,2342.29,normal,585.0,0.3,784.3,456.01,2,512.51,77,0,133.01,1629.29,Salary,612.74,Entertainment,Negative,42.7,Medium,1612.24,0
2021-02-19,1745,4120.29,3378.35,0.26,3322.68,normal,728.0,0.56,579.47,45.68,4,1864.7,22,0,294.74,1463.02,Salary,1284.47,Insurance,Positive,71.9,Low,741.94,0
2021-03-21,1296,3650.96,4767.37,0.15,3405.03,recession,657.0,0.22,657.85,438.45,6,730.31,89,0,528.56,1347.37,Salary,1990.06,Entertainment,Positive,90.5,High,0.0,0
2021-04-20,1989,3970.05,1029.22,0.19,3863.85,normal,706.0,0.27,387.07,750.56,8,657.88,62,0,561.13,1806.79,Salary,1107.69,Healthcare,Positive,70.3,Medium,2940.83,0
2021-05-20,1533,4845.09,3014.68,0.39,2727.51,normal,727.0,0.38,853.23,459.05,9,1105.21,79,0,803.94,1677.34,Mixed,1198.73,Healthcare,Negative,80.0,Low,1830.41,0
2021-06-19,1357,4631.16,3209.93,0.26,3323.56,normal,660.0,0.36,252.19,623.3,6,1044.59,32,0,279.49,1364.2,Salary,1515.69,Insurance,Negative,53.4,Low,1421.23,0
2021-07-19,1721,4914.54,2719.67,0.28,3018.73,inflation,680.0,0.32,346.17,352.42,6,198.65,30,0,431.09,3028.09,Freelance,1216.87,Dining Out,Neutral,27.4,High,2194.87,0
2021-08-18,1408,3874.63,3996.49,0.27,3644.35,inflation,718.0,0.47,921.48,331.95,6,1723.08,59,0,296.01,2314.92,Salary,1702.48,Insurance,Neutral,76.1,Low,0.0,0
2021-09-17,1378,4823.2,1341.46,0.4,3027.9,normal,684.0,0.5,398.95,222.28,5,859.5,57,0,472.96,1275.9,Salary,1667.87,Insurance,Neutral,77.4,High,3481.74,1
2021-10-17,1449,2135.71,3858.22,0.34,2027.83,inflation,664.0,0.5,853.21,382.18,2,1095.72,67,0,0.0,3160.49,Salary,1005.66,Transportation,Positive,55.2,Low,0.0,0
2021-11-16,1164,3935.93,3685.76,0.22,2010.51,inflation,666.0,0.41,534.66,230.57,9,951.64,76,0,707.43,2719.58,Mixed,1565.65,Groceries,Negative,79.7,Low,250.17,0
2021-12-16,1246,2418.36,3419.83,0.06,2168.44,recession,732.0,0.39,567.08,247.48,3,691.26,61,0,430.75,2242.03,Salary,636.46,Investments,Positive,61.6,Medium,0.0,0
2022-01-15,1609,3090.57,1936.15,0.38,2964.43,normal,701.0,0.55,295.6,269.48,3,890.65,44,0,561.77,2419.58,Freelance,1226.48,Entertainment,Neutral,70.9,Low,1154.42,0
2022-02-14,1858,3583.16,2122.85,0.12,2385.76,normal,689.0,0.11,226.63,614.93,5,431.69,48,0,7.49,2300.71,Salary,1241.98,Groceries,Positive,87.6,Medium,1460.31,0
2022-03-16,1622,4393.93,2663.01,0.26,3347.42,normal,752.0,0.32,252.74,595.99,4,1687.05,63,0,419.17,2342.22,Freelance,1178.43,Utilities,Positive,85.1,Low,1730.92,0
2022-04-15,1547,3915.09,4250.09,0.28,2646.59,normal,670.0,0.17,580.52,1263.27,4,204.75,52,1,622.53,3498.82,Freelance,1418.09,Insurance,Positive,37.2,Low,0.0,0
2022-05-15,1239,3866.1,1741.07,0.24,2710.75,normal,747.0,0.31,959.41,257.17,8,1071.48,60,0,319.87,1967.62,Salary,1082.27,Entertainment,Positive,7.3,High,2125.03,0
2022-06-14,1247,3898.21,2392.11,0.14,2767.35,normal,744.0,0.57,788.09,274.69,9,1988.35,39,0,423.46,2125.05,Freelance,1161.74,Dining Out,Positive,64.3,Low,1506.1,0
2022-07-14,1140,2307.32,3430.4,0.39,2694.47,normal,660.0,0.39,169.25,376.81,8,52.14,24,0,468.83,1967.33,Salary,1999.95,Dining Out,Positive,46.6,Low,0.0,0
2022-08-13,1976,3740.2,3819.23,0.19,2758.61,normal,708.0,0.55,236.61,193.93,4,99.32,99,0,540.78,2196.72,Salary,1521.5,Dining Out,Positive,96.8,Low,0.0,0
2022-09-12,1144,4462.25,2370.17,0.31,2807.24,inflation,719.0,0.55,588.98,418.5,7,1304.48,62,0,215.77,1000.0,Freelance,1241.8,Investments,Negative,60.2,Low,2092.08,0
2022-10-12,1169,3837.53,3323.27,0.14,2631.73,recession,713.0,0.54,223.62,882.07,3,490.95,57,0,740.68,1901.04,Salary,822.84,Utilities,Positive,32.3,Medium,514.26,0
2022-11-11,1634,3618.52,2967.77,0.22,2755.62,normal,628.0,0.52,343.49,566.83,3,1138.39,97,0,107.12,2406.85,Salary,1811.99,Investments,Neutral,54.2,Low,650.75,0
2022-12-11,1955,3965.61,3553.64,0.24,1842.76,normal,712.0,0.48,776.36,348.41,1,1315.35,93,0,257.14,1768.1,Salary,801.22,Rent,Negative,99.7,Medium,411.97,0
2023-01-10,1125,2571.2,1668.93,0.13,2859.96,normal,701.0,0.15,158.47,531.78,2,1756.77,92,0,729.18,1638.63,Freelance,1284.45,Transportation,Negative,19.9,High,902.27,0
2023-02-09,1267,5355.14,3941.51,0.19,2383.42,inflation,617.0,0.53,569.28,186.87,1,953.52,27,0,311.56,2267.19,Salary,1172.09,Transportation,Neutral,17.4,Low,1413.63,0
2023-03-11,1355,3672.37,2695.32,0.32,2128.41,normal,676.0,0.49,602.53,765.09,4,720.51,61,0,550.74,1000.0,Salary,1653.78,Utilities,Positive,5.8,Medium,977.05,0
2023-04-10,1993,4202.08,2339.61,0.14,2285.78,normal,663.0,0.56,173.6,284.31,7,1681.7,66,0,602.42,2044.31,Mixed,1242.09,Insurance,Positive,14.9,Medium,1862.47,0
2023-05-10,1789,2656.36,3548.7,0.15,3014.84,normal,693.0,0.56,608.0,877.3,2,925.43,44,0,526.27,1709.68,Salary,1667.17,Insurance,Positive,37.5,Low,0.0,0
2023-06-09,1415,3142.27,3718.34,0.05,2967.22,recession,691.0,0.52,840.2,270.62,6,1129.55,53,0,292.66,1947.45,Salary,356.25,Education,Positive,2.5,Low,0.0,0
2023-07-09,1584,3614.02,4034.21,0.21,2963.34,inflation,766.0,0.13,181.87,687.02,3,1434.48,62,0,637.82,4245.9,Salary,1470.3,Groceries,Positive,4.9,Medium,0.0,0
2023-08-08,1791,2779.88,2458.82,0.26,2574.65,normal,703.0,0.32,632.17,421.24,6,909.8,96,0,177.98,2107.03,Salary,300.0,Dining Out,Positive,76.6,High,321.06,0
2023-09-07,1808,4901.9,2474.57,0.33,3290.84,normal,702.0,0.14,624.75,139.26,9,1022.56,60,0,397.56,2317.35,Salary,1336.84,Transportation,Positive,38.4,High,2427.33,0
2023-10-07,1743,5524.03,3049.45,0.19,2638.43,normal,694.0,0.16,347.43,336.43,6,1386.71,59,0,606.53,2229.71,Salary,2146.0,Utilities,Positive,88.1,Medium,2474.58,0
2023-11-06,1013,3254.2,2740.0,0.16,2253.54,recession,602.0,0.21,681.61,537.53,8,886.88,97,0,477.01,1921.14,Mixed,1299.95,Utilities,Neutral,9.1,Low,514.2,0
2019-01-01,1217,3649.63,1594.93,0.16,3263.3,normal,595.0,0.11,336.61,669.47,7,1181.88,23,0,439.21,1000.0,Salary,1172.35,Groceries,Positive,46.2,High,2054.7,0
2019-01-31,1595,2884.93,2684.8,0.36,2735.89,inflation,719.0,0.5,651.87,227.65,4,1642.47,48,0,840.95,2479.87,Freelance,1753.49,Insurance,Positive,83.3,Low,200.13,0
2019-03-02,1606,4103.22,3408.33,0.28,2797.94,normal,649.0,0.44,571.92,543.43,3,1782.3,36,0,351.47,1366.01,Salary,1442.99,Groceries,Positive,9.9,Low,694.89,0
2019-04-01,1634,4768.91,1688.52,0.25,2566.43,normal,741.0,0.34,325.55,431.18,8,803.24,95,0,710.79,1137.22,Salary,1376.58,Transportation,Neutral,53.2,Low,3080.39,1
2019-05-01,1744,3181.97,2445.07,0.19,2846.89,normal,807.0,0.17,528.21,468.68,9,360.85,50,0,663.21,1000.0,Salary,1290.06,Utilities,Neutral,96.5,Low,736.9,0
2019-05-31,1289,4551.4,3540.8,0.09,3929.6,normal,639.0,0.29,789.04,523.47,6,1074.86,85,0,488.86,1996.04,Freelance,1359.26,Rent,Positive,99.0,Low,1010.6,0
2019-06-30,1404,3435.79,1787.69,0.24,3565.88,inflation,752.0,0.19,516.25,408.05,2,1792.07,56,0,154.07,1991.48,Mixed,1129.81,Utilities,Negative,27.4,Low,1648.1,0
2019-07-30,1790,4064.85,3149.12,0.29,3156.36,normal,622.0,0.53,453.53,109.62,2,717.83,90,0,670.31,1825.0,Salary,959.12,Insurance,Neutral,46.8,High,915.73,0
2019-08-29,1330,3337.68,3131.63,0.32,2633.47,recession,708.0,0.22,565.56,347.21,9,1009.97,79,0,439.11,2319.7,Salary,1200.3,Transportation,Positive,9.4,Medium,206.05,0
2019-09-28,1000,3374.92,4718.17,0.38,3863.29,inflation,677.0,0.36,527.88,402.65,8,1110.1,61,0,456.4,2245.69,Freelance,1521.3,Dining Out,Negative,31.7,Low,0.0,0
2019-10-28,1442,5648.53,4100.86,0.24,2741.21,inflation,721.0,0.27,362.03,325.6,3,1037.32,49,0,551.62,2644.91,Freelance,1671.27,Healthcare,Neutral,69.9,Low,1547.67,0
2019-11-27,1556,5018.91,3206.89,0.05,3687.43,normal,629.0,0.53,499.13,298.47,3,1105.21,61,0,562.41,3039.23,Salary,1529.72,Insurance,Positive,57.6,High,1812.02,0
2019-12-27,1190,3459.71,3007.72,0.27,2128.75,normal,674.0,0.5,311.31,0.0,7,1775.81,80,0,439.2,2412.54,Salary,850.78,Transportation,Positive,57.4,Low,451.99,0
2020-01-26,1042,6256.88,4736.42,0.38,2677.07,normal,634.0,0.49,972.68,177.41,7,424.52,34,0,710.08,1759.63,Salary,982.62,Groceries,Positive,46.1,Low,1520.46,0
2020-02-25,1980,5411.25,2735.63,0.22,2999.41,recession,728.0,0.3,422.93,224.21,7,798.53,32,0,444.74,2285.16,Salary,2025.0,Utilities,Positive,83.2,Low,2675.62,0
2020-03-26,1798,1818.94,2323.98,0.18,3037.3,normal,686.0,0.5,335.67,674.57,7,1161.2,45,0,295.75,2342.52,Freelance,1432.9,Dining Out,Positive,91.1,Low,0.0,0
2020-04-25,1647,5174.97,3141.27,0.27,2379.14,recession,686.0,0.25,262.04,301.27,1,437.83,82,0,460.93,3113.47,Salary,1461.15,Healthcare,Positive,50.5,High,2033.7,0
2020-05-25,1811,2473.08,2430.52,0.38,3160.06,normal,615.0,0.56,381.69,559.53,8,227.19,95,0,619.72,1550.85,Salary,1091.69,Utilities,Positive,29.5,Medium,42.56,0
2020-06-24,1078,5640.42,3730.16,0.28,3145.3,normal,692.0,0.29,363.17,729.6,6,1088.89,36,0,582.11,2198.75,Salary,833.25,Insurance,Neutral,89.5,Low,1910.26,0
2020-07-24,1568,3900.79,2234.91,0.38,2803.2,normal,716.0,0.13,532.42,783.78,1,402.51,38,0,491.3,1270.7,Salary,1344.26,Healthcare,Neutral,23.8,Medium,1665.88,0
2020-08-23,1772,4044.47,2076.49,0.22,2375.21,normal,740.0,0.12,413.36,20.9,8,1162.56,39,0,317.81,1753.23,Salary,1094.21,Education,Neutral,43.3,Low,1967.98,0
2020-09-22,1384,3441.08,2433.06,0.12,2423.31,normal,668.0,0.11,484.03,220.58,5,1276.51,22,0,193.29,2597.37,Salary,1275.9,Entertainment,Negative,90.4,Low,1008.02,0
2020-10-22,1146,3310.43,2611.92,0.3,2468.87,inflation,670.0,0.32,702.11,551.23,9,342.59,62,0,287.87,1988.78,Freelance,1616.7,Utilities,Neutral,4.7,Medium,698.51,0
2020-11-21,1790,4449.06,3172.93,0.31,3056.07,normal,649.0,0.22,640.22,488.72,5,220.03,37,0,330.64,1430.24,Mixed,1451.3,Transportation,Positive,78.9,Low,1276.13,0
2020-12-21,1922,4979.17,1483.44,0.26,2324.15,recession,707.0,0.19,689.15,392.05,5,462.23,24,0,601.34,1123.95,Freelance,1063.24,Education,Negative,8.0,Medium,3495.73,1
2021-01-20,1729,2223.77,1831.22,0.4,2779.55,normal,602.0,0.45,519.0,238.4,8,755.98,98,0,662.48,2465.43,Mixed,1048.17,Rent,Negative,33.6,Medium,392.55,0
2021-02-19,1748,3784.07,2548.07,0.39,2452.14,recession,703.0,0.55,944.88,108.83,1,866.83,55,0,529.71,3712.09,Mixed,1633.96,Investments,Positive,19.1,Low,1236.0,0
2021-03-21,1198,4544.68,3178.58,0.38,2807.31,recession,671.0,0.47,521.69,560.04,6,727.37,68,0,301.9,1646.0,Salary,1030.8,Dining Out,Negative,91.8,Medium,1366.1,0
2021-04-20,1519,2597.03,4030.72,0.35,2296.27,normal,772.0,0.22,574.15,332.43,2,1070.81,78,0,525.81,2011.39,Salary,1209.59,Rent,Neutral,18.3,Medium,0.0,0
2021-05-20,1929,2557.58,3116.78,0.06,2115.26,recession,685.0,0.47,517.01,371.61,2,1223.64,33,0,647.54,2443.87,Salary,1127.09,Education,Neutral,37.2,Low,0.0,0
2021-06-19,1128,2943.7,2116.94,0.12,2877.6,inflation,703.0,0.6,516.48,808.93,2,322.87,74,0,925.69,1648.02,Salary,1104.56,Education,Positive,51.5,Medium,826.76,0
2021-07-19,1499,2018.05,3643.42,0.26,2439.22,normal,747.0,0.23,342.92,69.41,9,1418.83,49,0,745.89,2116.14,Freelance,1009.84,Entertainment,Positive,91.7,Low,0.0,0
2021-08-18,1085,1269.43,1948.39,0.1,2676.06,recession,720.0,0.39,500.71,14.84,4,592.81,79,0,531.18,2666.9,Salary,1210.15,Insurance,Negative,99.9,Low,0.0,0
2021-09-17,1623,5850.03,3600.78,0.34,3021.81,inflation,640.0,0.21,0.76,0.0,5,557.92,66,0,268.55,2139.14,Salary,1292.33,Utilities,Positive,60.9,Low,2249.25,0
2021-10-17,1094,3195.04,1609.11,0.38,3121.99,normal,655.0,0.55,607.57,245.19,2,480.94,43,0,277.54,1861.17,Salary,1056.35,Transportation,Negative,62.5,High,1585.93,0
2021-11-16,1898,3535.09,4714.95,0.14,3236.71,normal,657.0,0.25,719.36,628.42,6,1078.83,35,0,351.95,2341.1,Salary,951.21,Dining Out,Neutral,36.1,Low,0.0,0
2021-12-16,1836,4883.1,2953.04,0.33,2662.07,normal,702.0,0.55,567.79,782.52,4,1218.23,73,0,496.18,2411.39,Salary,1324.95,Utilities,Positive,45.0,High,1930.06,0
2022-01-15,1435,2723.47,4130.9,0.22,3608.46,normal,726.0,0.52,734.25,378.09,1,466.61,65,0,536.18,2159.88,Freelance,1990.13,Transportation,Positive,11.5,High,0.0,0
2022-02-14,1153,3857.32,2987.43,0.36,1991.53,normal,665.0,0.44,743.16,444.38,7,982.22,92,0,474.4,1547.33,Salary,971.23,Healthcare,Neutral,8.9,Low,869.89,0
2022-03-16,1362,1762.91,2523.27,0.17,3078.71,normal,719.0,0.36,626.41,578.41,3,862.23,47,0,471.16,2694.49,Salary,467.95,Dining Out,Negative,67.5,Medium,0.0,0
2022-04-15,1486,4595.14,1833.89,0.08,2525.23,normal,634.0,0.38,436.57,209.76,2,1822.99,43,0,1049.52,3700.56,Salary,1568.42,Utilities,Positive,38.8,High,2761.25,1
2022-05-15,1194,4139.34,2785.84,0.07,3251.07,normal,687.0,0.58,700.75,637.71,7,98.69,67,0,212.06,1940.04,Salary,1460.32,Dining Out,Positive,54.6,Medium,1353.5,0
2022-06-14,1227,4572.35,2275.15,0.33,2277.32,normal,730.0,0.5,555.67,546.92,2,1677.19,55,0,422.44,3333.4,Salary,1227.6,Transportation,Negative,39.9,High,2297.2,1
2022-07-14,1514,5238.6,3181.18,0.19,2859.72,normal,714.0,0.53,210.34,232.09,6,653.61,91,0,360.5,2024.95,Salary,1343.61,Education,Positive,62.5,Low,2057.42,0
2022-08-13,1751,3818.35,2061.48,0.19,3270.15,recession,741.0,0.22,606.92,426.53,8,1018.47,60,0,802.26,2039.84,Salary,1649.89,Education,Neutral,68.6,Medium,1756.87,0
2022-09-12,1732,4353.8,1791.33,0.1,2447.53,recession,707.0,0.37,279.4,77.12,5,1492.63,61,0,849.96,2377.79,Salary,504.54,Utilities,Neutral,63.8,Low,2562.47,1
2022-10-12,1036,4033.62,2011.96,0.16,2974.18,normal,670.0,0.44,656.94,389.49,6,1021.55,72,0,364.46,2860.72,Salary,991.98,Utilities,Neutral,16.9,Low,2021.66,0
2022-11-11,1353,3698.63,2624.57,0.32,2752.33,recession,706.0,0.23,408.45,111.48,6,1044.17,68,0,449.06,2378.68,Salary,1432.05,Dining Out,Negative,25.6,Low,1074.06,0
2022-12-11,1959,4272.22,3129.66,0.09,2256.99,recession,675.0,0.52,600.79,297.99,7,588.72,71,0,392.68,1334.51,Salary,1050.93,Entertainment,Positive,86.9,High,1142.56,0
2023-01-10,1374,5191.39,3030.33,0.19,3547.59,inflation,716.0,0.56,537.83,406.48,7,813.43,24,0,625.61,1980.08,Salary,1178.63,Utilities,Positive,43.3,High,2161.06,0
2023-02-09,1349,4223.84,2744.66,0.33,3794.28,normal,663.0,0.28,300.12,560.43,6,774.4,25,0,290.59,2450.63,Freelance,1194.29,Healthcare,Positive,21.8,Medium,1479.18,0
2023-03-11,1420,3415.3,4704.47,0.37,2505.83,normal,623.0,0.37,369.4,201.78,7,1271.04,87,0,435.12,1906.64,Freelance,1671.98,Transportation,Negative,77.5,Medium,0.0,0
2023-04-10,1465,3085.25,2467.19,0.19,2588.05,inflation,657.0,0.25,633.99,545.61,7,739.01,34,0,472.1,1373.17,Salary,1940.54,Healthcare,Positive,95.1,Low,618.06,0
2023-05-10,1541,4573.19,3445.29,0.06,3403.07,inflation,642.0,0.35,670.77,719.6,6,1172.33,67,0,389.18,2505.42,Mixed,1979.87,Education,Positive,67.2,Medium,1127.9,0
2023-06-09,1746,2675.59,3161.37,0.21,3754.86,normal,679.0,0.21,306.99,418.89,9,134.48,54,0,248.63,1759.86,Salary,1496.01,Utilities,Positive,46.2,High,0.0,0
2023-07-09,1654,2206.67,3300.0,0.06,2431.57,normal,659.0,0.57,672.7,327.69,7,1004.94,34,0,89.76,1114.99,Salary,748.39,Insurance,Positive,28.1,Low,0.0,0
2023-08-08,1598,4274.77,2949.71,0.34,3259.04,normal,607.0,0.16,159.55,734.49,8,895.15,52,0,822.67,2285.4,Freelance,1331.74,Healthcare,Positive,24.4,Medium,1325.06,0
2023-09-07,1575,3072.97,2631.25,0.28,2137.69,normal,647.0,0.49,530.18,381.05,2,1255.95,50,0,524.66,2250.85,Salary,318.67,Healthcare,Positive,94.6,High,441.72,0
2023-10-07,1232,3708.16,2684.72,0.18,2564.35,normal,644.0,0.49,676.63,547.28,7,0.0,39,0,557.38,1660.45,Salary,1372.48,Dining Out,Negative,6.6,High,1023.44,0
2023-11-06,1827,4226.82,4527.52,0.24,2301.23,normal,656.0,0.46,683.38,646.02,1,512.03,88,0,91.09,2126.5,Salary,1049.13,Insurance,Positive,79.8,Low,0.0,0
2019-01-01,1332,3100.33,1970.17,0.12,2793.26,inflation,681.0,0.28,607.58,778.53,4,535.53,75,0,598.01,1935.92,Salary,1061.58,Healthcare,Positive,61.9,Low,1130.16,0
2019-01-31,1663,4236.99,2504.12,0.18,2546.93,normal,692.0,0.4,262.39,804.66,5,1472.66,84,0,441.42,2626.31,Salary,802.95,Healthcare,Neutral,16.9,Low,1732.87,0
2019-03-02,1126,2922.2,2701.92,0.2,2673.81,normal,612.0,0.25,544.74,199.25,3,1588.49,90,0,649.32,2203.48,Salary,941.17,Dining Out,Negative,7.7,Low,220.28,0
2019-04-01,1435,4263.67,3041.9,0.18,2968.67,recession,660.0,0.24,599.31,197.69,3,1238.69,22,0,129.6,2295.86,Salary,892.52,Entertainment,Positive,51.2,Low,1221.77,0
2019-05-01,1273,3458.05,3106.15,0.12,3102.21,normal,636.0,0.58,623.33,214.2,6,1014.4,70,0,735.6,2930.05,Mixed,300.0,Utilities,Positive,0.9,Low,351.9,0
2019-05-31,1179,5396.13,2530.7,0.36,2698.83,recession,604.0,0.14,562.63,369.02,2,1410.81,56,0,391.64,2880.23,Salary,593.82,Healthcare,Neutral,55.1,Medium,2865.43,1
2019-06-30,1629,4949.43,1950.65,0.28,2458.55,inflation,764.0,0.39,449.72,250.99,7,1522.46,68,0,119.86,1758.4,Salary,1263.84,Insurance,Neutral,57.8,Medium,2998.78,1
2019-07-30,1638,4403.65,596.25,0.06,2692.09,normal,696.0,0.25,706.83,237.34,3,563.72,50,0,629.58,2528.88,Salary,1471.68,Investments,Neutral,88.0,Low,3807.4,1
2019-08-29,1183,3335.29,4431.57,0.3,2721.65,normal,686.0,0.24,386.68,153.58,4,1154.56,51,0,522.07,2007.5,Salary,2096.34,Utilities,Positive,82.4,High,0.0,0
2019-09-28,1072,3396.12,3121.91,0.26,2760.99,inflation,651.0,0.4,380.08,0.0,4,437.95,59,0,253.96,1845.56,Freelance,1897.05,Transportation,Neutral,49.8,Low,274.21,0
2019-10-28,1703,4066.63,4792.55,0.15,2376.57,recession,666.0,0.11,332.83,652.29,8,1242.39,43,0,401.36,2540.26,Salary,1573.09,Groceries,Positive,41.7,Low,0.0,0
2019-11-27,1818,2558.08,2852.04,0.2,2908.77,normal,798.0,0.47,472.82,295.35,8,1451.3,35,0,315.86,2812.71,Salary,1459.11,Dining Out,Positive,76.9,Low,0.0,0
2019-12-27,1659,3762.0,3573.26,0.33,3385.31,inflation,668.0,0.56,932.6,448.53,5,1660.75,77,0,318.21,3012.81,Salary,782.06,Investments,Positive,35.9,Medium,188.74,0
2020-01-26,1502,3570.21,3878.51,0.33,2523.44,normal,691.0,0.52,482.56,244.84,6,373.3,45,0,649.85,1484.72,Salary,1320.75,Healthcare,Positive,93.3,Low,0.0,0
2020-02-25,1393,3419.02,4038.07,0.25,3280.58,normal,800.0,0.13,193.55,0.0,2,697.17,73,0,606.16,2286.08,Freelance,1614.9,Insurance,Neutral,93.5,Low,0.0,0
2020-03-26,1082,5262.83,1927.35,0.3,2331.17,normal,810.0,0.55,421.44,847.02,7,2563.51,32,0,575.95,2734.46,Salary,1026.95,Insurance,Negative,18.2,Low,3335.48,1
2020-04-25,1294,3854.89,2443.44,0.14,2346.98,normal,719.0,0.17,477.79,202.27,4,1286.49,73,0,753.26,1740.0,Freelance,1086.19,Transportation,Neutral,20.0,Medium,1411.45,0
2020-05-25,1316,4729.02,4744.34,0.15,2857.35,normal,716.0,0.13,175.21,93.45,4,621.91,83,0,420.68,2694.59,Salary,300.0,Rent,Positive,11.6,Medium,0.0,0
2020-06-24,1928,3654.53,2193.02,0.13,3017.54,normal,560.0,0.3,235.67,468.23,3,1042.39,53,0,1107.33,3528.84,Salary,1652.22,Rent,Negative,23.5,Low,1461.51,0
2020-07-24,1781,4176.06,3504.28,0.07,2409.61,recession,701.0,0.5,283.92,585.04,5,68.29,47,0,246.48,1775.58,Freelance,2600.26,Transportation,Positive,54.8,High,671.78,0
2020-08-23,1758,3102.43,3282.15,0.17,3321.94,inflation,694.0,0.19,499.21,464.43,5,210.15,48,0,373.02,2765.77,Salary,902.95,Insurance,Positive,16.5,High,0.0,0
2020-09-22,1284,4387.46,2614.0,0.29,2840.96,normal,678.0,0.1,766.81,484.51,2,1459.14,79,0,418.04,2376.36,Salary,1227.05,Healthcare,Positive,44.4,Low,1773.46,0
2020-10-22,1212,4754.98,2735.61,0.25,2969.1,normal,633.0,0.21,666.56,477.38,5,726.0,64,0,580.17,2177.99,Mixed,1645.7,Dining Out,Positive,18.8,Low,2019.37,0
2020-11-21,1862,5579.55,1998.59,0.29,2276.64,normal,622.0,0.51,632.87,151.23,7,1033.69,81,0,349.68,1714.04,Salary,302.28,Insurance,Neutral,56.8,High,3580.96,1
2020-12-21,1668,4648.23,2990.2,0.12,3037.35,recession,634.0,0.27,600.86,332.06,5,855.97,80,0,627.91,1308.18,Salary,1771.82,Transportation,Neutral,63.9,Low,1658.03,0
2021-01-20,1137,2880.75,2088.78,0.09,2671.61,normal,700.0,0.56,592.21,615.68,9,745.66,85,0,630.94,1910.13,Salary,1620.44,Utilities,Positive,34.9,Medium,791.97,0
2021-02-19,1776,2052.62,3915.82,0.18,2518.78,normal,673.0,0.39,502.51,0.0,8,360.21,29,0,349.66,3016.01,Salary,1934.23,Dining Out,Positive,33.2,Medium,0.0,0
